Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Universe
10929,Simon Utrecht ,Secret,Bad,Brown,Grey,Male,Yes,63,"1980, December",Marvel
10930,Orpheus ,Public,Good,Brown,Brown,Male,Yes,3,"2008, July",Marvel
10931,Mud-Ah ,Public,Bad,Black,No,Male,Yes,1,"2002, March",Marvel
10932,Anya Corazon ,Public,Good,Brown,Brown,Female,Yes,98,"2004, August",Marvel
10933,Jeffrey Smith ,Public,Good,Brown,Black,Male,Yes,35,"1990, February",DC
10934,Randall Darby ,Secret,Bad,Blue,Grey,Male,Yes,21,"1977, November",Marvel
10935,Chaim Lavon ,Secret,Good,Brown,Black,Male,Yes,9,"1982, June",DC
10936,Monster ,Secret,Bad,Black,Brown,Male,Yes,3,"2010, August",Marvel
10937,Tuvia ,Non-dual,Neutral,Blue,Brown,Female,Yes,2,"1971, June",Marvel
10938,Charles Vicker ,Secret,Good,Brown,Brown,Male,No,12,"1967, September",DC
10939,Patricia Robertson ,Secret,Bad,Blue,Red,Female,Yes,16,"2003, June",Marvel
10940,Jocasta ,Non-dual,Good,Red,No,Female,Yes,140,"1977, August",Marvel
10941,Simon Strange ,Public,Good,Blue,Black,Male,Yes,1,"2007, September",Marvel
10942,Brown Toad ,Public,Bad,Blue,Black,Male,No,1,"1950, November",Marvel
10943,Chris Miller ,Public,Good,Blue,Red,Male,Yes,1,"1998, July",Marvel
10944,Dark Hunter ,Secret,Bad,Brown,Bald,Unknown,Yes,1,"1997, August",Marvel
10945,Racer the Horse ,Non-dual,Good,Black,Blond,Unknown,No,5,"1948, February",DC
10946,Lorrie Melton ,Public,Bad,Brown,Brown,Female,Yes,6,"1980, September",Marvel
10947,Magnum ,Non-dual,Good,Brown,Black,Male,Yes,14,"1974, June",Marvel
10948,Sky-Walker ,Secret,Neutral,White,Grey,Male,Yes,2,"1975, December",Marvel
10949,Blade Benson ,Non-dual,Bad,Brown,Black,Male,Yes,1,"1962, September",Marvel
10950,John F. Kennedy ,Non-dual,Good,Red,Black,Male,No,16,"1963, May",Marvel
10951,Penthesilea ,Public,Bad,Brown,Brown,Female,No,9,"1989, August",DC
10952,Eilif ,Secret,Good,Blue,White,Male,Yes,5,"1984, April",Marvel
10953,Jonathan Cheval ,Public,Bad,Blue,Brown,Male,No,19,"1945, April",DC
10954,Melinda Leucenstern ,Public,Neutral,Brown,Black,Female,Yes,12,"2013, March",Marvel
10955,Lawless ,Secret,Good,Blue,Brown,Male,Yes,1,"1989, April",DC
10956,Thane Ector ,Public,Bad,White,Brown,Male,Yes,7,"1991, July",Marvel
10957,Elistis Diggenwell ,Public,Neutral,Red,Black,Male,Yes,1,"1948, November",Marvel
10958,Paul Aristides ,Public,Good,Brown,Black,Male,Yes,1,"2005, May",Marvel
10959,Wong-Chu ,Non-dual,Bad,Brown,Bald,Male,No,22,"1963, March",Marvel
10960,Rita Lopez ,Secret,Good,Brown,Black,Female,Yes,19,"1997, June",DC
10961,Raza Kattuah ,Secret,Bad,Brown,Black,Male,No,9,"1987, May",DC
10962,Gary Quinn ,Secret,Good,Blue,Brown,Male,Yes,2,"2006, August",Marvel
10963,Patty Spivot ,Secret,Good,Blue,Blond,Female,Yes,15,"1977, September",DC
10964,George Smith ,Public,Good,Blue,Black,Male,Yes,22,"1969, November",Marvel
10965,Chinook ,Secret,Bad,Brown,Blond,Male,No,3,"1997, July",Marvel
10966,William Lefferts ,Public,Good,Red,Blond,Male,Yes,11,"1989, January",DC
10967,Neron ,Secret,Bad,White,Blond,Male,Yes,73,"1995, November",DC
10968,Katherine Summers ,Public,Good,Blue,Blond,Female,No,17,"1977, December",Marvel
10969,Eleanor Poole ,Secret,Good,Grey,Brown,Female,Yes,4,"1989, February",DC
10970,Marcie Cooper ,Secret,Bad,Blue,Blond,Female,Yes,15,"1985, May",DC
10971,Alice Spencer ,Public,Good,Grey,White,Female,Yes,54,"1987, May",DC
10972,Baal ,Non-dual,Bad,Orange,Brown,Male,No,6,"1998, November",Marvel
10973,Blake ,Non-dual,Bad,White,Black,Male,Yes,1,"1945, December",Marvel
10974,Daniel Brito ,Public,Bad,Brown,Black,Male,No,57,"1964, March",Marvel
10975,Katos ,Non-dual,Neutral,Red,No,Male,Yes,3,"1988, November",Marvel
10976,Phil ,Public,Good,Black,Brown,Male,Yes,2,"2010, October",DC
10977,Michael Bowen ,Public,Neutral,Brown,Bald,Male,No,20,"1980, December",Marvel
10978,Twit ,Secret,Bad,Blue,Brown,Unknown,Yes,1,"1991, August",Marvel
10979,Ian Langstrom ,Public,Neutral,Brown,Blond,Male,Yes,8,"1994, January",Marvel
10980,Claude Potier ,Secret,Neutral,Hazel,Brown,Male,Yes,2,"2000, October",Marvel
10981,Keith Dixon ,Public,Good,Brown,Black,Male,Yes,2,"2006, September",Marvel
10982,Sinister Soofi ,Secret,Bad,Blue,White,Male,Yes,2,"1978, February",Marvel
10983,Inoshiro Kondo ,Secret,Bad,Green,No,Male,Yes,1,"1989, August",Marvel
10984,Ironbolt ,Secret,Bad,Purple,Red,Male,No,1,"1996, April",DC
10985,Robert Harras ,Public,Bad,Blue,Brown,Male,Yes,1,"1988, October",Marvel
10986,Gregory Terraerton ,Secret,Bad,Yellow,No,Male,No,10,"1993, August",Marvel
10987,Red-Bone ,Public,Good,Grey,White,Male,Yes,1,"1967, May",Marvel
10988,Gaffney ,Public,Neutral,Black,Blond,Male,Yes,1,"1992, March",Marvel
10989,Ryder ,Secret,Good,Brown,Black,Male,Yes,17,"1995, September",Marvel
10990,Blade Master ,Public,Bad,Brown,No,Male,Yes,1,"1981, June",DC
10991,Chudar ,Public,Bad,Red,No,Male,Yes,1,"1990, July",Marvel
10992,Arlo Summers ,Public,Neutral,Yellow,No,Male,Yes,1,"2002, August",Marvel
10993,Uranos ,Secret,Good,Blue,Black,Male,Yes,7,"1980, December",Marvel
10994,Aggamon ,Secret,Bad,Green,No,Male,Yes,5,"1964, April",Marvel
10995,Rodney Kemp ,Public,Bad,Black,Black,Male,No,17,"1977, August",Marvel
10996,Russell ,Secret,Good,Blue,Brown,Male,Yes,2,"2002, October",Marvel
10997,Michael Duffy ,Public,Good,Blue,Brown,Male,No,82,"1941, March",Marvel
10998,Timmy Jordan ,Non-dual,Bad,Brown,Black,Male,Yes,1,"1948, September",Marvel
10999,Wizor ,Secret,Bad,Blue,Brown,Male,Yes,7,"1977, July",DC
11000,Infomorph ,Secret,Bad,Brown,Black,Female,Yes,7,"1994, March",Marvel
11001,Purge ,Secret,Bad,Brown,Black,Male,Yes,2,"2004, February",Marvel
11002,Michelle Warkworth ,Public,Bad,Blue,Green,Female,Yes,1,"1977, August",Marvel
11003,Cadmium ,Secret,Bad,Brown,No,Unknown,Yes,3,"1997, September",Marvel
11004,Red Ronin ,Secret,Good,Brown,Red,Female,Yes,6,"2007, October",Marvel
11005,Skitch Benson ,Secret,Bad,Blue,Black,Male,Yes,1,"2008, April",DC
11006,Tess Black ,Secret,Neutral,Blue,Black,Female,Yes,3,"2004, March",Marvel
11007,Carl Maddicks ,Public,Bad,Blue,Black,Male,No,4,"1972, March",Marvel
11008,Taj-Ze ,Public,Good,Brown,Black,Male,Yes,8,"1969, February",DC
11009,Forge ,Public,Good,Brown,Black,Male,Yes,276,"1984, August",Marvel
11010,Hephaestus ,Public,Neutral,Blue,White,Male,Yes,36,"1941, December",DC
11011,Bors ,Public,Good,White,Black,Male,Yes,4,"1986, October",DC
11012,Luke Jacobson ,Secret,Good,Blue,Bald,Male,Yes,3,"1986, June",Marvel
11013,Rafe Scanlon ,Secret,Bad,Brown,Bald,Male,No,5,"1998, July",Marvel
11014,Hunger ,Secret,Bad,Blue,White,Male,Yes,9,"1997, January",Marvel
11015,Skottie Hightower ,Secret,Bad,Brown,Black,Male,Yes,1,"1985, February",Marvel
11016,Mr. Kane ,Public,Good,Black,Brown,Male,Yes,1,"2013, April",Marvel
11017,Mrs. Worthington Ford III ,Public,Bad,Yellow,Brown,Female,Yes,1,"1979, July",Marvel
11018,Brenda Forest ,Public,Good,Blue,Brown,Female,Yes,1,"1941, June",DC
11019,Bheton ,Secret,Good,Blue,Grey,Male,Yes,3,"1996, November",Marvel
11020,Simon Garth ,Secret,Neutral,White,Black,Male,Yes,37,"1953, July",Marvel
11021,Yagzan ,Secret,Bad,Black,No,Male,Yes,18,"1974, August",Marvel
11022,Roy Winters ,Public,Neutral,Blue,Brown,Male,No,1,"1945, March",Marvel
11023,Rupert Helona ,Secret,Bad,Blue,Black,Male,Yes,11,"1992, December",Marvel
11024,Kelly ,Non-dual,Neutral,Green,Brown,Female,Yes,1,"2011, August",Marvel
11025,Randall Adam ,Non-dual,Neutral,Blue,Brown,Male,Yes,17,"1987, March",DC
11026,April Clarkson ,Secret,Bad,Brown,Brown,Female,No,12,"2008, July",DC
11027,Anthony Grant ,Secret,Bad,White,No,Male,Yes,9,"1992, June",Marvel
11028,Cordon ,Public,Bad,Brown,Black,Male,Yes,1,"2002, March",Marvel
11029,Porter Vito ,Public,Bad,Brown,White,Male,Yes,7,"2002, June",DC
11030,Techno ,Secret,Bad,Brown,Black,Male,Yes,2,"1995, January",DC
11031,William Darvin ,Non-dual,Bad,Red,Brown,Male,No,1,"1982, June",Marvel
11032,Father Darklyte ,Secret,Bad,White,White,Male,No,2,"1975, August",Marvel
11033,Linda Donaldson ,Secret,Good,Brown,Black,Female,Yes,9,"1972, March",Marvel
11034,Marlena Petrokova ,Public,Neutral,Blue,Black,Female,No,1,"1997, October",Marvel
11035,181,Secret,Neutral,Blue,Black,Unknown,Yes,1,"2011, July",Marvel
11036,Cassiopeia ,Secret,Good,Blue,Brown,Female,Yes,9,"1994, January",Marvel
11037,Wildside ,Secret,Bad,Brown,Brown,Male,Yes,3,"1994, January",DC
11038,Varney ,Public,Good,Variable,Brown,Male,Yes,1,"1990, March",Marvel
11039,Norfulthing ,Secret,Bad,Black,Black,Unknown,Yes,3,"1988, November",DC
11040,Ernest Parker ,Non-dual,Bad,Brown,Blond,Male,Yes,1,"1946, June",Marvel
11041,Steed ,Secret,Good,Brown,Brown,Male,No,1,"1997, November",Marvel
11042,Caesar Cicero ,Secret,Bad,Brown,Brown,Male,Yes,19,"1969, June",Marvel
11043,Lyla Michaels ,Public,Good,Green,Blond,Female,No,105,"1982, July",DC
11044,Bouncer ,Public,Good,Brown,Black,Male,Yes,9,"1996, September",DC
11045,Bradford Thorne ,Secret,Bad,Brown,Brown,Male,No,14,"1943, July",DC
11046,Moth ,Secret,Bad,Brown,Black,Female,Yes,1,"1991, August",Marvel
11047,Kusoom ,Secret,Bad,Blue,No,Unknown,Yes,1,"1962, May",Marvel
11048,Frank ,Public,Bad,Blue,White,Male,Yes,1,"1988, February",Marvel
11049,Chiquita Tarantula ,Public,Bad,Red,Brown,Female,Yes,1,"1945, July",Marvel
11050,Starro ,Public,Bad,Black,No,Male,Yes,74,"1960, March",DC
11051,Klaus Kruger ,Secret,Bad,Red,Black,Male,No,1,"1965, August",Marvel
11052,Zaius ,Public,Good,White,Violet,Male,Yes,3,"2003, August",DC
11053,Eelar ,Secret,Neutral,Red,No,Unknown,Yes,1,"1975, July",Marvel
11054,Unipar ,Public,Bad,Grey,Blond,Male,Yes,3,"1987, September",Marvel
11055,Gregor Smirnoff ,Secret,Bad,Multiple,Grey,Male,Yes,1,"1991, October",Marvel
11056,Oblivion ,Secret,Bad,Green,Blond,Male,Yes,15,"1985, February",Marvel
11057,Vanna Herald ,Public,Neutral,Brown,Red,Female,No,1,"1987, December",Marvel
11058,Khaji Kai ,Public,Bad,Red,Blond,Male,Yes,8,"2011, November",DC
11059,Mortak ,Public,Bad,Brown,Brown,Male,Yes,3,"1975, February",Marvel
11060,Juno ,Non-dual,Bad,Brown,Bald,Male,No,4,"1975, October",Marvel
11061,Mark Mardon ,Secret,Bad,Blue,Black,Male,Yes,152,"1960, January",DC
11062,Adrienne Bowen ,Non-dual,Bad,Brown,Brown,Female,Yes,4,"2005, April",Marvel
11063,Little Flower ,Public,Good,Black,Black,Male,Yes,3,"1970, August",Marvel
11064,Seaweed ,Secret,Bad,Blue,Blond,Male,Yes,1,"1989, February",Marvel
11065,Garfield Logan ,Public,Good,Green,Green,Male,Yes,595,"1965, November",DC
11066,Joel Flood ,Non-dual,Bad,Black,Brown,Male,No,6,"2005, April",Marvel
11067,Advisor ,Secret,Bad,Brown,Black,Male,Yes,9,"1994, April",Marvel
11068,E.V.A. ,Secret,Good,Blue,No,Female,Yes,60,"2002, September",Marvel
11069,Wolf ,Secret,Good,Brown,Black,Male,Yes,21,"1982, May",Marvel
11070,Michael Rodgers ,Public,Bad,Blue,Blond,Male,Yes,2,"1975, January",Marvel
11071,Gerald Zimmerman ,Secret,Bad,Green,White,Male,No,6,"1986, October",DC
11072,Flicker ,Public,Bad,Red,Blond,Male,Yes,9,"1992, January",DC
11073,Avius ,Non-dual,Bad,Blue,Grey,Male,Yes,5,"1972, December",Marvel
11074,Haley Blanding ,Public,Good,Brown,Brown,Female,No,1,"1997, July",Marvel
11075,Hacken ,Public,Neutral,Brown,Brown,Male,Yes,29,"1996, April",DC
11076,Arrow ,Non-dual,Good,Blue,Grey,Male,Yes,9,"1951, March",Marvel
11077,Professor Torture ,Secret,Bad,Brown,Black,Male,No,1,"1942, August",Marvel
11078,General Olga ,Public,Bad,White,Black,Female,Yes,5,"1953, April",Marvel
11079,Bernie Lachenay ,Secret,Bad,Black,Bald,Male,Yes,20,"1997, August",Marvel
11080,Clip Walton ,Public,Bad,Blue,Black,Male,Yes,1,"1940, August",Marvel
11081,Carlie Colon ,Non-dual,Good,Brown,Brown,Female,Yes,6,"1996, February",Marvel
11082,Jacob Finlay ,Secret,Good,Blue,Black,Male,No,4,"1989, February",DC
11083,Artemus Pithins ,Non-dual,Neutral,Brown,Brown,Male,Yes,13,"1979, July",Marvel
11084,Light ,Secret,Bad,Brown,Black,Male,Yes,5,"1994, December",Marvel
11085,Martha Prentice ,Public,Bad,Brown,Brown,Female,Yes,1,"1945, December",Marvel
11086,Umar ,Public,Bad,Green,Black,Female,Yes,48,"1966, November",Marvel
11087,Stryke ,Secret,Bad,Black,Bald,Male,Yes,1,"1977, August",Marvel
11088,Allan Rennie ,Secret,Good,Red,Black,Male,Yes,4,"1996, February",Marvel
11089,Geoffrey Thibodeux ,Secret,Bad,Black,Grey,Male,Yes,22,"1985, January",DC
11090,Gzoom ,Public,Neutral,Blue,No,Male,Yes,1,"1994, May",Marvel
11091,Gonzo the Mechanical Bastard ,Public,Bad,Red,Black,Male,Yes,7,"2006, October",DC
11092,Brad Gutman ,Public,Bad,Brown,Brown,Male,No,1,"2003, September",Marvel
11093,Stanley Printwhistle ,Public,Bad,Black,Grey,Male,Yes,13,"1995, March",DC
11094,Nina da Costa ,Public,Good,White,Red,Female,Yes,9,"1983, September",Marvel
11095,Peregrine ,Non-dual,Bad,White,Black,Male,Yes,2,"1994, September",DC
11096,Alexis ,Secret,Bad,Blue,Black,Female,Yes,1,"1998, September",DC
11097,Amanda Batavides ,Public,Good,Blue,Blond,Female,Yes,20,"1986, March",Marvel
11098,Vision ,Secret,Bad,Green,No,Male,No,6,"2008, June",Marvel
11099,Humanoids ,Secret,Bad,Black,Red,Unknown,Yes,17,"1965, January",Marvel
11100,Brains Beldon ,Public,Bad,Blue,Black,Male,Yes,2,"1962, March",DC
11101,Ian Zola ,Secret,Good,Brown,Brown,Male,Yes,13,"2013, January",Marvel
11102,Don Caldwell ,Secret,Good,Blue,Red,Male,Yes,1,"1942, June",Marvel
11103,Lightning Fist ,Secret,Bad,Blue,Brown,Male,No,3,"2000, April",Marvel
11104,Yorlo ,Non-dual,Neutral,Brown,Brown,Male,Yes,1,"1989, April",Marvel
11105,Krista ,Non-dual,Good,Blue,Blond,Female,Yes,17,"1973, November",Marvel
11106,Lyssa Drak ,Public,Bad,Red,Black,Female,Yes,27,"2007, May",DC
11107,Edward Indelicato ,Secret,Good,Brown,Brown,Male,Yes,43,"1988, April",DC
11108,Alphonse Frankenstein ,Non-dual,Neutral,Green,Black,Male,Yes,5,"1973, January",Marvel
11109,Yen ,Public,Good,Brown,White,Male,Yes,1,"1966, April",Marvel
11110,Marty Smith ,Non-dual,Good,Red,Brown,Male,Yes,4,"1990, November",Marvel
11111,Provost ,Secret,Bad,Blue,Bald,Male,Yes,3,"2006, April",Marvel
11112,Ogeode ,Public,Good,Black,Brown,Male,Yes,10,"1983, May",Marvel
11113,Kofi Annan ,Non-dual,Neutral,White,Black,Male,Yes,3,"2001, July",Marvel
11114,Bayan ,Public,Good,Blue,White,Male,Yes,2,"1980, October",Marvel
11115,Carly Alvarez ,Public,Bad,Red,Black,Female,Yes,2,"1996, November",Marvel
11116,Zachary Zatara ,Public,Good,Green,Black,Male,Yes,43,"2006, May",DC
11117,Margrace ,Public,Bad,Blue,Red,Male,No,6,"1980, November",Marvel
11118,Leonard Spellman ,Public,Good,Brown,Red,Male,Yes,1,"1981, October",Marvel
11119,Elmore Beck ,Public,Bad,Grey,Grey,Male,Yes,1,"1999, January",Marvel
11120,Lena Sendak ,Secret,Good,Brown,Black,Female,Yes,6,"2008, October",Marvel
11121,String ,Secret,Bad,Green,Brown,Male,Yes,1,"1989, October",Marvel
11122,Aranda Charboneau ,Secret,Bad,Blue,Blond,Female,Yes,6,"1994, March",Marvel
11123,John Lewandow ,Public,Neutral,Black,Black,Male,Yes,2,"1986, April",Marvel
11124,Diana Knight ,Public,Neutral,Blue,Grey,Female,Yes,1,"2000, February",Marvel
11125,Talos ,Public,Neutral,Green,No,Male,Yes,9,"1994, June",Marvel
11126,Deborah Tiegel ,Public,Good,Brown,Black,Female,Yes,28,"1994, March",DC
11127,Howler ,Public,Good,Blue,Grey,Male,Yes,11,"1998, April",DC
11128,Ape ,Public,Bad,Blue,Black,Male,No,2,"1954, April",Marvel
11129,Kyle Gibney ,Secret,Neutral,Blue,Blond,Male,No,142,"1983, August",Marvel
11130,Gretl Anders ,Public,Neutral,Blue,Red,Female,No,4,"1984, January",Marvel
11131,Kraig ,Secret,Bad,Brown,Brown,Male,No,1,"1972, May",Marvel
11132,Bucky ,Secret,Good,Blue,Brown,Male,Yes,1,"1944, May",Marvel
11133,Betty Crane ,Non-dual,Good,Brown,Black,Female,Yes,1,"1940, November",Marvel
11134,Jennifer Leigh ,Non-dual,Neutral,Blue,Blond,Female,Yes,7,"2004, March",Marvel
11135,Brunnhilde ,Secret,Good,Blue,Blond,Female,Yes,361,"1970, December",Marvel
11136,Agatha Wayne ,Secret,Good,Brown,White,Female,Yes,3,"1955, February",DC
11137,Mister Nice ,Secret,Bad,Brown,Black,Male,Yes,2,"1994, June",Marvel
11138,Jennifer Monroe ,Secret,Good,Blue,Black,Female,No,1,"2011, March",Marvel
11139,Dennis Bukowski ,Non-dual,Neutral,Brown,Red,Male,Yes,16,"1980, March",Marvel
11140,Bulwark ,Secret,Bad,Brown,Bald,Male,Yes,1,"1991, October",Marvel
11141,Kindred Marx ,Public,Good,Blue,Blond,Male,Yes,16,"1996, September",DC
11142,James Madrox ,Secret,Bad,Green,Brown,Male,No,3,"2006, January",Marvel
11143,Yo Yo Rodriguez ,Secret,Good,Brown,Black,Female,Yes,35,"2008, July",Marvel
11144,Americommando II ,Secret,Bad,White,Blond,Male,Yes,4,"2006, December",DC
11145,Alecto ,Public,Bad,Blue,Black,Female,Yes,11,"1981, October",DC
11146,Gai No Don ,Public,Good,White,Black,Male,Yes,3,"1992, October",Marvel
11147,Ezra Asher ,Secret,Bad,Blue,Black,Female,Yes,1,"1998, November",Marvel
11148,Achilles ,Secret,Bad,Blue,Blond,Male,No,25,"1991, March",Marvel
11149,Killer Dawson ,Public,Bad,White,Black,Male,Yes,2,"1942, December",Marvel
11150,Von Lontz ,Public,Bad,Red,Black,Male,No,1,"1943, October",Marvel
11151,Gertrude Yorkes ,Secret,Good,Green,Black,Female,No,46,"2003, July",Marvel
11152,Thakos ,Public,Good,Brown,Black,Male,Yes,12,"1969, August",Marvel
11153,Kyle Jacoby ,Public,Good,Brown,White,Male,Yes,7,"2001, June",Marvel
11154,Julia Concepcion ,Secret,Bad,Brown,Brown,Female,Yes,2,"1993, December",Marvel
11155,Aiomumkondi ,Non-dual,Bad,Blue,Blond,Male,Yes,1,"2000, May",Marvel
11156,Hector Sandrose ,Public,Good,Green,Black,Male,Yes,1,"1993, June",Marvel
11157,Tharamus ,Secret,Good,Brown,Grey,Male,No,1,"1997, August",Marvel
11158,Douglas Rockwell ,Non-dual,Bad,Brown,White,Male,Yes,6,"1987, July",Marvel
11159,Flaming Spear ,Public,Bad,Blue,White,Male,Yes,1,"1955, June",Marvel
11160,Raleigh Chamberlain ,Secret,Bad,White,Blond,Male,Yes,1,"1992, December",Marvel
11161,Elizabeth Thorne ,Secret,Good,Blue,Black,Female,Yes,27,"1987, September",DC
11162,Joseph Blackfire ,Public,Bad,Blue,White,Male,No,7,"1988, August",DC
11163,Etienne Guiborg ,Secret,Bad,Blue,Blond,Male,Yes,5,"2011, February",DC
11164,Razorblade ,Public,Bad,Brown,Black,Male,Yes,2,"1974, December",Marvel
11165,Stevie ,Secret,Bad,Blue,Black,Male,Yes,1,"1990, November",Marvel
11166,Leila Taylor ,Non-dual,Good,Brown,Black,Female,Yes,42,"1971, August",Marvel
11167,Heather Tucker ,Secret,Neutral,Brown,Black,Female,No,28,"1990, February",Marvel
11168,Roland ,Public,Good,Black,Brown,Male,Yes,27,"1995, June",DC
11169,James Westbrook ,Public,Neutral,Blue,Grey,Male,Yes,7,"2004, July",Marvel
11170,Michael Pointer ,Secret,Good,Blue,Blond,Male,Yes,47,"2006, April",Marvel
11171,Gordon Dare ,Secret,Good,Brown,Blond,Male,Yes,3,"1976, July",Marvel
11172,Ben Maijus ,Non-dual,Neutral,Green,Blond,Male,No,2,"1952, February",Marvel
11173,Dolmen ,Public,Bad,Brown,Brown,Male,Yes,2,"1999, August",DC
11174,Duamutef ,Secret,Bad,Green,Brown,Male,Yes,1,"1971, November",Marvel
11175,Igron ,Public,Bad,Blue,Black,Male,Yes,8,"1970, June",Marvel
11176,Skirn ,Public,Bad,Blue,Silver,Female,Yes,3,"2011, July",Marvel
11177,Marlene Blackgar ,Public,Bad,White,Brown,Female,No,3,"1972, June",Marvel
11178,Monster of Negley Hall ,Secret,Bad,Blue,Blond,Male,Yes,1,"1943, February",Marvel
11179,Wissen ,Secret,Good,Brown,White,Male,Yes,3,1987,DC
11180,Droxelle ,Secret,Good,White,White,Female,Yes,8,"1983, October",DC
11181,Buri ,Secret,Good,Blue,Variable,Male,Yes,9,"1963, October",Marvel
11182,Frank Ferrule ,Public,Good,White,Brown,Male,Yes,2,"1943, April",Marvel
11183,Ultron ,Non-dual,Bad,Red,No,Male,No,181,"1968, July",Marvel
11184,Erik Nicieza ,Secret,Neutral,Red,Red,Male,Yes,1,"2002, May",Marvel
11185,Dannel ,Public,Good,Red,Brown,Male,No,1,"1990, April",DC
11186,Muktong Mollie ,Public,Neutral,Brown,Black,Female,Yes,2,"1954, February",Marvel
11187,Red ,Secret,Bad,Blue,White,Male,Yes,1,"1939, December",Marvel
11188,Butch Brogan ,Public,Good,Black,Black,Male,Yes,1,"1942, June",Marvel
11189,Carla Draper ,Public,Bad,Auburn,Brown,Female,Yes,5,"1994, November",DC
11190,Blackie Ross ,Non-dual,Bad,Brown,Black,Male,Yes,1,"1939, December",Marvel
11191,Phil Brady ,Non-dual,Bad,Blue,Blond,Male,Yes,1,"1948, May",Marvel
11192,Phaeder ,Public,Bad,Brown,Grey,Male,No,7,"1981, February",Marvel
11193,Miranda Rand ,Secret,Good,Brown,Blond,Female,Yes,6,"1975, December",Marvel
11194,Solution ,Secret,Good,Black,Bald,Male,Yes,4,"1998, February",DC
11195,Herbert Winston ,Public,Good,Red,Black,Male,Yes,22,"1983, May",DC
11196,Kimura ,Public,Bad,Green,Black,Female,Yes,18,"2006, December",Marvel
11197,Mastodon ,Public,Good,Blue,Black,Male,No,5,"1991, November",Marvel
11198,Cobi ,Secret,Bad,Black,Brown,Male,Yes,9,"2009, August",DC
11199,M.O.D.O.G. ,Secret,Bad,White,Brown,Male,Yes,1,"2008, August",Marvel
11200,Trigger Bates ,Public,Bad,Blue,Brown,Male,Yes,1,"1941, March",Marvel
11201,Nick Iona ,Public,Neutral,Blue,Blond,Male,Yes,1,"1948, October",Marvel
11202,Sir Ursus ,Secret,Good,Green,Black,Male,Yes,1,"1988, October",Marvel
11203,Sylvie Lushton ,Secret,Bad,Brown,Blond,Female,Yes,15,"2009, July",Marvel
11204,George Friedrich ,Secret,Bad,Blue,Brown,Male,No,5,"1972, November",Marvel
11205,Klark ,Secret,Bad,Black,Black,Male,Yes,1,"1971, May",Marvel
11206,Hannah Donleavy ,Public,Bad,Blue,Blond,Female,Yes,4,"1999, January",Marvel
11207,Antiphon ,Secret,Bad,Blue,Blond,Male,Yes,2,"2002, September",DC
11208,Mrs. Meer ,Public,Good,Blue,Blond,Female,Yes,2,"1991, October",Marvel
11209,Chato Santana ,Secret,Good,Black,Brown,Male,Yes,6,"2008, November",DC
11210,Spot ,Non-dual,Good,Black,White,Male,Yes,1,"1940, January",Marvel
11211,Elihu Washburn ,Secret,Good,Blue,No,Male,No,4,"2004, October",DC
11212,Delilah Tyler ,Secret,Good,Brown,Black,Female,No,35,"1989, January",DC
11213,Richard Benson ,Public,Good,Grey,White,Male,Yes,6,"1975, June",DC
11214,Canis Minor ,Public,Bad,Yellow,Black,Male,Yes,1,"2001, August",DC
