Ping Pong the Animation,TV (11 eps),Apr 2014 - Jun 2014,"376,136 members",https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,https://cdn.myanimelist.net/r/100x140/images/anime/10/58041.jpg?s=1baf7a3027bd98e6ca6c1dd9dcacea01,8.62
Shingeki no Kyojin Season 3,TV (12 eps),Jul 2018 - Oct 2018,"2,223,123 members",https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,https://cdn.myanimelist.net/r/100x140/images/anime/1173/92110.jpg?s=1b2dd0a9167d5b66356b4b52ec11753c,8.62
Death Note,TV (37 eps),Oct 2006 - Jun 2007,"3,727,021 members",https://myanimelist.net/anime/1535/Death_Note,https://cdn.myanimelist.net/r/100x140/images/anime/9/9453.jpg?s=c90aa06a7aeeb91285aab92508edd2a1,8.62
Cyberpunk: Edgerunners,ONA (10 eps),Sep 2022 - Sep 2022,"593,925 members",https://myanimelist.net/anime/42310/Cyberpunk__Edgerunners,https://cdn.myanimelist.net/r/100x140/images/anime/1818/126435.jpg?s=16fa94bf2d63246183052392542fe1af,8.61
Spy x Family,TV (12 eps),Apr 2022 - Jun 2022,"1,364,573 members",https://myanimelist.net/anime/50265/Spy_x_Family,https://cdn.myanimelist.net/r/100x140/images/anime/1441/122795.jpg?s=b78143ebdb28c0046f752655a225774d,8.61
Suzumiya Haruhi no Shoushitsu,Movie (1 eps),Feb 2010 - Feb 2010,"591,529 members",https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu,https://cdn.myanimelist.net/r/100x140/images/anime/1248/112352.jpg?s=581f15a13716a9083f1f9a7557e44a72,8.61
Evangelion: 3.0+1.0 Thrice Upon a Time,Movie (1 eps),Mar 2021 - Mar 2021,"348,850 members",https://myanimelist.net/anime/3786/Evangelion__30_10_Thrice_Upon_a_Time,https://cdn.myanimelist.net/r/100x140/images/anime/1422/113533.jpg?s=bbcff367f34f75d38507a3e5091f1336,8.60
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Movie (1 eps),Jun 2019 - Jun 2019,"668,836 members",https://myanimelist.net/anime/38329/Seishun_Buta_Yarou_wa_Yumemiru_Shoujo_no_Yume_wo_Minai,https://cdn.myanimelist.net/r/100x140/images/anime/1613/102179.jpg?s=827c2a8558037a39b3a45f05c61f219a,8.60
Mushishi Zoku Shou: Suzu no Shizuku,Movie (1 eps),May 2015 - May 2015,"123,548 members",https://myanimelist.net/anime/28957/Mushishi_Zoku_Shou__Suzu_no_Shizuku,https://cdn.myanimelist.net/r/100x140/images/anime/9/72689.jpg?s=a8f03ad75dc5bb045f9b92ea24f458b4,8.59
Hajime no Ippo: Rising,TV (25 eps),Oct 2013 - Mar 2014,"242,996 members",https://myanimelist.net/anime/19647/Hajime_no_Ippo__Rising,https://cdn.myanimelist.net/r/100x140/images/anime/6/56147.jpg?s=0811f5caface8e5ae0d6987776a45899,8.59
Chainsaw Man,TV (12 eps),Oct 2022 - Dec 2022,"1,293,360 members",https://myanimelist.net/anime/44511/Chainsaw_Man,https://cdn.myanimelist.net/r/100x140/images/anime/1806/126216.jpg?s=08178bbae8e24d6a533a7f59ddea9e26,8.58
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,TV (39 eps),Oct 2018 - Jul 2019,"963,104 members",https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,https://cdn.myanimelist.net/r/100x140/images/anime/1572/95010.jpg?s=fa9d4dedc7ac3d11c20b7e24e35debef,8.58
Ookami Kodomo no Ame to Yuki,Movie (1 eps),Jul 2012 - Jul 2012,"785,989 members",https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki,https://cdn.myanimelist.net/r/100x140/images/anime/9/35721.jpg?s=8447e90edf5c69af409b8483f91a72e9,8.58
Kenpuu Denki Berserk,TV (25 eps),Oct 1997 - Apr 1998,"612,052 members",https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk,https://cdn.myanimelist.net/r/100x140/images/anime/1384/119988.jpg?s=fd2dc921a492620cb9421bd005434fcc,8.57
Kizumonogatari II: Nekketsu-hen,Movie (1 eps),Aug 2016 - Aug 2016,"426,703 members",https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen,https://cdn.myanimelist.net/r/100x140/images/anime/1981/112812.jpg?s=4e049ab01e189ca078eaccc3a91f84d3,8.57
Natsume Yuujinchou Go,TV (11 eps),Oct 2016 - Dec 2016,"177,735 members",https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go,https://cdn.myanimelist.net/r/100x140/images/anime/11/81755.jpg?s=bf3caabaccd732425fcaf7a8c85a8ff9,8.57
Natsume Yuujinchou San,TV (13 eps),Jul 2011 - Sep 2011,"244,201 members",https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,https://cdn.myanimelist.net/r/100x140/images/anime/8/82394.jpg?s=f40400064283f68903948d1124df67a8,8.57
Shouwa Genroku Rakugo Shinjuu,TV (13 eps),Jan 2016 - Apr 2016,"282,244 members",https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu,https://cdn.myanimelist.net/r/100x140/images/anime/1354/124768.jpg?s=a1d5665c6f353f4b3bd6eeb9a39930ef,8.57
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Movie (1 eps),Apr 2009 - Apr 2009,"207,768 members",https://myanimelist.net/anime/4565/Tengen_Toppa_Gurren_Lagann_Movie_2__Lagann-hen,https://cdn.myanimelist.net/r/100x140/images/anime/12/19698.jpg?s=ddc790a2d507b1c78a8038f1e9457beb,8.57
Yojouhan Shinwa Taikei,TV (11 eps),Apr 2010 - Jul 2010,"430,956 members",https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei,https://cdn.myanimelist.net/r/100x140/images/anime/1633/123689.jpg?s=767a2c7974ae7672bda3f065627339cc,8.56
